Month,Year,Month_Number,Month_Name,fuel_CNG ONLY,fuel_DI METHYL ETHER,fuel_DIESEL,fuel_DIESEL/HYBRID,fuel_DUAL DIESEL/BIO CNG,fuel_DUAL DIESEL/CNG,fuel_DUAL DIESEL/LNG,fuel_ELECTRIC BOV,fuel_ETHANOL E,fuel_FUEL CELL HYDROGEN,fuel_LNG,fuel_LPG ONLY,fuel_METHANOL,fuel_NOT APPLICABLE,fuel_PETROL,fuel_PETROL E,fuel_PETROL E /CNG,fuel_PETROL E /HYBRID,fuel_PETROL E /HYBRID/CNG,fuel_PETROL E /LPG,fuel_PETROL/CNG,fuel_PETROL/HYBRID,fuel_PETROL/HYBRID/CNG,fuel_PETROL/LPG,fuel_PETROL/METHANOL,fuel_PLUG IN HYBRID EV,fuel_PURE EV,fuel_SOLAR,fuel_STRONG HYBRID EV,fuel_Total,class_Adapted Vehicle,class_Agricultural Tractor,class_Ambulance,class_Animal Ambulance,class_Armoured/Specialised Vehicle,class_Articulated Vehicle,class_Auxiliary Trailer,class_Breakdown Van,class_Bulldozer,class_Bus,class_Camper Van / Trailer,class_Camper Van / Trailer (Private Use),class_Cash Van,class_Construction Equipment Vehicle,class_Construction Equipment Vehicle (Commercial),class_Crane Mounted Vehicle,class_Dumper,class_Earth Moving Equipment,class_Educational Institution Bus,class_Excavator (Commercial),class_Excavator (NT),class_Fire Fighting Vehicle,class_Fire Tenders,class_Fork Lift,class_Goods Carrier,class_Harvester,class_Hearses,class_Library Van,class_Luxury Cab,class_M-Cycle/Scooter,class_M-Cycle/Scooter-With Side Car,class_Maxi Cab,class_Mobile Canteen,class_Mobile Clinic,class_Mobile Workshop,class_Modular Hydraulic Trailer,class_Moped,class_Motor Cab,class_Motor Car,class_Motor Caravan,class_Motor Cycle/Scooter-SideCar(T),class_Motor Cycle/Scooter-Used For Hire,class_Motor Cycle/Scooter-With Trailer,class_Motorised Cycle (CC 25cc),class_Omni Bus,class_Omni Bus (Private Use),class_Power Tiller,class_Power Tiller (Commercial),class_Private Service Vehicle,class_Private Service Vehicle (Individual Use),class_Puller Tractor,class_Quadricycle (Commercial),class_Quadricycle (Private),class_Recovery Vehicle,class_Road Roller,class_School Bus,class_Semi-Trailer (Commercial),class_Snorked Ladders,class_Three Wheeler (Goods),class_Three Wheeler (Passenger),class_Three Wheeler (Personal),class_Tow Truck,class_Tower Wagon,class_Tractor (Commercial),class_Tractor-Trolley(Commercial),class_Trailer (Agricultural),class_Trailer (Commercial),class_Trailer For Personal Use,class_Tree Trimming Vehicle,class_Vehicle Fitted With Compressor,class_Vehicle Fitted With Generator,class_Vehicle Fitted With Rig,class_Vintage Motor Vehicle,class_X-Ray Van,class_e-Rickshaw with Cart (G),class_e-Rickshaw(P),class_Total,category_FOUR WHEELER (Invalid Carriage),category_HEAVY GOODS VEHICLE,category_HEAVY MOTOR VEHICLE,category_HEAVY PASSENGER VEHICLE,category_LIGHT GOODS VEHICLE,category_LIGHT MOTOR VEHICLE,category_LIGHT PASSENGER VEHICLE,category_MEDIUM GOODS VEHICLE,category_MEDIUM MOTOR VEHICLE,category_MEDIUM PASSENGER VEHICLE,category_OTHER THAN MENTIONED ABOVE,category_THREE WHEELER (Invalid Carriage),category_THREE WHEELER(NT),category_THREE WHEELER(T),category_TWO WHEELER (Invalid Carriage),category_TWO WHEELER(NT),category_TWO WHEELER(T),category_Total
2005-01,2005,1,January,244,0,82365,3,0,0,1,61,0,0,0,210,2,3979,366355,0,0,0,0,0,6012,1,0,5421,0,0,0,4,0,464658,26,11284,293,0,0,433,0,3,0,2357,3,11,2,97,0,185,64,148,284,60,157,8,7,14,29045,146,8,1,116,309559,148,1355,4,7,1,0,5507,2505,78296,0,12,64,0,318,455,2339,7,22,67,635,0,0,0,17,33,0,0,0,4697,7876,642,11,1,1320,91,2765,961,15,1,54,65,54,0,0,1,2,464659,8,15493,112,1529,14245,93930,5407,3079,213,368,1498,0,1556,11615,10,315517,76,464656
2005-02,2005,2,February,337,0,81671,6,0,0,0,69,0,0,0,175,0,4838,367989,1,0,0,0,0,6233,1,0,5028,0,0,0,15,0,466363,30,11849,320,0,0,532,0,0,2,2361,22,15,5,111,5,185,64,173,261,79,146,11,1,26,27141,148,5,0,162,317174,134,1341,2,4,3,0,5624,3091,70959,0,8,63,0,320,422,2257,10,18,100,351,0,0,0,21,33,0,0,0,5040,9335,654,9,1,1437,92,2873,1091,39,6,55,71,69,0,1,0,2,466364,6,14280,155,1564,14232,86980,6293,2536,215,374,1453,0,1861,13102,11,323230,71,466363
2005-03,2005,3,March,494,0,94831,4,0,0,0,81,0,0,0,217,0,6643,388609,1,0,0,0,0,7059,0,0,5553,0,0,0,3,0,503495,30,14621,365,2,0,542,1,4,0,3087,8,32,5,170,1,251,93,230,496,93,226,21,3,25,31360,190,12,3,138,329792,164,1630,2,4,3,0,6002,3621,83102,0,8,90,0,269,451,2378,15,27,102,415,0,0,0,16,42,1,0,0,5898,9579,726,11,7,1800,90,3677,1331,38,6,75,63,48,0,0,0,3,503495,9,15929,169,2100,17204,102630,7321,2974,277,519,2047,0,1821,14326,13,336058,98,503495
2005-04,2005,4,April,487,0,77149,6,0,0,0,84,0,0,0,198,0,5109,347410,1,0,0,0,0,5707,0,0,4987,0,0,0,4,0,441142,26,10745,191,2,0,437,2,7,0,2823,11,8,6,138,0,195,70,177,433,68,159,7,11,27,26145,102,11,0,196,295094,157,1410,0,6,5,0,5177,2922,73229,0,8,86,0,271,415,1951,12,36,113,516,0,0,0,23,35,0,0,0,3924,7680,711,12,2,1282,54,2901,928,37,3,48,48,45,0,1,0,3,441142,5,14270,145,1810,12796,88157,6076,2702,260,578,1285,0,1520,10759,13,300672,94,441142
2005-05,2005,5,May,400,0,77339,2,0,0,0,93,0,0,0,120,0,5069,393068,0,0,0,0,0,6095,0,0,4822,0,0,1,3,0,487012,32,11362,169,1,0,521,1,3,1,2923,8,11,7,168,3,198,51,223,620,71,196,15,2,23,21923,98,8,2,121,338770,562,1397,2,7,4,0,6204,2472,75890,0,40,58,0,246,490,2239,9,44,105,589,0,0,0,16,47,0,0,0,4561,8399,775,11,1,1336,64,2773,972,34,4,58,38,31,0,1,0,3,487013,4,11312,143,1772,12202,91645,5818,2055,235,567,1766,0,2056,11639,13,345685,98,487010
2005-06,2005,6,June,570,0,77595,4,0,0,0,114,0,0,0,138,0,4397,386144,1,0,0,0,0,5811,1,0,4658,0,0,0,2,0,479435,23,11834,175,0,0,380,0,5,0,2637,6,7,1,123,2,230,56,180,916,100,200,13,9,26,21696,69,11,2,165,332982,153,1485,2,8,4,0,6884,2819,72739,0,20,29,1,272,475,2183,7,34,116,571,0,0,0,13,28,1,0,0,4460,9326,769,14,0,1382,59,2631,938,27,2,59,37,36,0,0,0,4,479436,4,10719,164,1618,12899,88705,6315,1830,193,570,1587,0,2345,12164,9,340263,50,479435
2005-07,2005,7,July,553,0,76878,8,0,0,0,114,0,0,0,171,0,4556,348175,1,0,0,0,0,6426,0,0,4616,0,0,0,2,0,441500,28,12033,166,1,0,384,0,3,0,2645,4,21,6,148,2,241,45,212,807,63,141,7,0,37,22404,53,6,1,180,292972,109,1302,3,8,3,0,6604,2813,74644,0,1,41,0,179,465,2080,4,34,136,538,0,0,0,12,35,0,0,0,4229,9451,693,7,0,1541,72,2844,905,24,6,53,34,20,0,0,1,2,441503,4,10914,137,1687,13402,91001,6079,1894,229,554,1355,0,2180,12152,15,299853,42,441498
2005-08,2005,8,August,455,0,76344,9,0,0,0,134,1,0,0,176,1,4687,362030,2,0,0,0,0,7010,0,0,5010,0,0,0,5,0,455864,20,11195,185,2,0,300,1,4,0,2707,7,13,3,118,10,262,65,180,575,75,177,2,1,35,23408,83,2,0,154,305645,136,1315,0,9,2,0,6570,2831,75500,0,4,55,0,231,454,1832,12,9,88,455,0,0,0,10,49,0,0,0,4580,10492,814,7,0,1440,68,2556,970,26,4,57,35,23,0,0,0,3,455866,6,10887,182,1665,14056,90425,5904,2131,235,546,1364,0,2289,13555,7,312553,60,455865
2005-09,2005,9,September,571,0,84219,15,0,0,0,110,2,0,0,216,0,5326,368964,1,0,0,0,0,6632,0,0,4816,0,0,0,5,0,470877,85,12575,188,1,0,374,0,5,1,2861,10,16,3,143,2,237,98,192,633,63,162,9,3,26,27459,125,12,0,140,310917,194,1597,6,4,2,0,6059,3058,78276,0,49,132,1,215,531,1718,5,10,123,447,0,0,0,16,44,0,0,0,4731,10579,751,11,0,1364,90,3341,986,34,4,54,66,37,0,0,0,2,470877,7,12518,192,1816,15936,95283,6411,2694,276,663,1430,0,2183,13848,71,317367,182,470877
2005-10,2005,10,October,584,0,86830,3,0,0,0,111,0,0,0,237,0,5131,434006,0,0,0,0,0,9279,1,0,5326,0,0,0,4,0,541512,29,11563,177,0,0,357,0,3,2,3015,3,30,11,162,1,248,75,217,464,94,153,4,2,38,28888,74,3,1,122,370943,111,1559,4,9,2,0,6012,3216,87629,0,24,184,0,335,499,1796,7,8,79,481,0,0,0,25,38,2,0,0,5441,10343,815,15,0,1437,84,3390,1083,72,10,35,51,50,0,0,1,3,541529,6,13668,215,2052,16048,103857,6269,3115,281,560,1276,0,2049,14514,10,377379,208,541507
2005-11,2005,11,November,342,0,79780,6,0,0,0,84,0,0,1,207,0,5085,448885,2,0,0,0,0,6707,0,0,4828,0,0,0,6,0,545933,29,11577,174,0,0,289,0,3,1,2751,11,64,6,117,0,259,89,195,285,74,148,4,0,23,25652,74,5,1,99,392816,151,1338,2,6,1,0,7231,2920,75463,0,8,100,1,282,402,1740,10,14,76,401,0,0,0,16,15,0,0,0,5097,9164,813,9,0,1459,122,3192,1019,24,3,43,39,34,0,0,1,5,545947,8,11843,157,1724,14974,91280,5731,2698,320,519,1069,0,2056,12973,14,400453,109,545928
2005-12,2005,12,December,616,0,82252,7,0,0,0,72,0,1,0,176,0,6186,376930,0,0,0,0,0,6954,1,0,4346,0,0,0,4,0,477545,29,14239,181,2,0,315,0,4,0,2998,9,160,7,120,7,271,92,246,344,71,219,10,7,24,24073,97,4,0,126,319701,101,1462,5,7,4,0,6908,2897,77196,0,11,89,0,195,441,1767,15,31,146,471,0,0,0,21,25,0,0,0,4958,9128,933,7,1,1917,174,3713,1391,33,5,55,42,52,0,0,0,1,477558,4,11809,218,2014,14601,96330,5850,2451,343,533,1425,0,1928,13048,13,326873,100,477540
2006-01,2006,1,January,625,0,101826,7,0,0,0,89,1,0,0,221,0,5865,445378,2,0,0,0,0,8912,0,0,5884,0,0,0,4,0,568814,25,14582,205,0,0,404,0,1,1,2958,25,174,6,149,3,249,84,248,335,100,227,3,4,24,31195,184,5,1,124,375011,162,1755,0,9,1,0,8877,3967,99095,0,9,46,0,236,543,2202,25,48,142,630,0,0,0,22,12,0,0,0,5994,10292,1068,9,1,1789,64,3956,1310,26,10,75,65,59,0,0,0,4,568830,6,14956,204,1998,17852,119015,7232,3469,297,551,1606,0,2415,14888,12,384254,55,568810
2006-02,2006,2,February,473,0,101747,6,0,1,0,99,0,0,0,184,0,6329,440508,2,0,0,0,0,8039,0,0,5198,0,0,0,4,0,562590,30,15708,215,0,0,557,0,2,1,2842,16,240,5,151,5,277,71,267,352,80,242,17,4,34,32865,216,5,0,185,379956,115,1657,1,4,4,0,9713,3914,83331,0,9,69,0,246,465,1954,27,47,130,445,0,0,0,13,17,0,0,0,5700,11653,890,15,1,1994,97,3947,1553,38,2,68,68,69,0,0,0,2,562601,7,16422,244,1885,17935,104316,7252,3675,337,563,1692,0,2493,15666,14,390005,78,562584
2006-03,2006,3,March,567,0,119307,4,0,0,0,102,0,1,0,281,0,8192,486934,3,0,0,0,0,9958,1,0,6449,0,0,0,4,0,631803,43,20133,249,3,2,713,1,3,1,3445,10,296,6,199,3,413,116,348,453,132,288,9,15,46,37264,278,4,2,210,412765,179,1771,7,4,0,0,9328,4070,105105,0,11,48,0,279,475,2199,27,62,159,440,0,0,0,18,13,1,0,0,6172,12759,1026,5,5,2388,85,5478,1966,45,4,100,60,81,0,0,0,1,631821,11,19191,292,2414,20464,132037,7779,3943,407,627,2187,0,2642,17219,22,422496,59,631790
2006-04,2006,4,April,629,0,94111,7,0,0,0,92,0,0,0,152,0,5834,412267,1,0,0,0,0,8050,0,0,4914,0,0,0,2,0,526059,29,13297,261,0,1,677,1,2,0,3173,25,178,27,144,2,329,101,247,422,112,222,12,18,40,32804,137,8,1,130,351428,155,1573,1,10,5,0,8143,3044,83236,0,8,26,1,224,437,1912,25,53,105,408,0,0,0,24,22,0,0,0,4830,10084,879,9,1,1732,90,3632,1332,41,0,85,42,65,0,0,0,3,526065,10,18024,259,2120,16068,101600,6319,3371,357,646,1588,0,2163,13574,11,359903,35,526048
2006-05,2006,5,May,589,0,100130,2,0,0,0,95,0,0,0,206,0,5652,479500,0,0,0,0,0,7728,0,0,5861,0,0,0,7,0,599770,34,14573,200,1,1,664,0,3,1,3345,24,176,19,160,5,302,98,346,634,117,252,10,7,45,32232,136,5,0,156,413576,136,1502,0,1,3,0,9129,3471,90533,0,10,40,0,235,424,2209,17,41,142,531,0,0,0,15,14,0,1,0,5556,10917,1098,13,0,1720,84,3324,1267,22,1,93,25,76,0,0,0,1,599773,8,17292,210,2106,16546,110286,6886,2994,271,771,1762,0,2673,14848,12,423050,50,599765
2006-06,2006,6,June,679,0,103823,6,0,0,0,185,0,0,0,313,2,6016,486345,1,0,0,0,0,8204,1,0,6841,0,0,0,1,0,612417,31,16442,264,0,0,728,1,4,0,3221,15,193,10,187,2,307,60,358,1204,115,246,4,5,60,32513,137,6,1,135,416502,133,1671,3,6,1,0,9649,3590,94580,0,12,37,0,198,471,2054,20,22,179,570,0,0,0,30,21,0,0,0,5785,12697,1098,13,0,1710,64,3642,1155,51,0,87,59,61,0,1,0,4,612425,5,16876,261,1947,17506,116376,7657,2725,306,845,1877,0,3010,16516,17,426439,49,612412
2006-07,2006,7,July,887,0,99423,10,0,1,0,162,0,0,0,321,1,5832,427783,0,0,0,0,0,7259,0,0,6107,0,0,0,1,0,547787,22,16121,243,0,0,714,0,2,0,3006,9,177,5,219,3,286,89,331,945,112,272,11,4,31,30536,156,8,2,135,363837,109,1701,3,4,3,0,8909,3622,86633,0,7,17,0,180,395,1809,18,22,137,583,0,0,0,9,28,0,0,0,5897,12262,1139,11,2,1938,87,3496,1252,44,0,86,54,57,0,0,0,5,547795,6,15164,211,1748,17499,107758,7432,2859,301,768,1771,0,2722,16510,9,372997,24,547779
2006-08,2006,8,August,1286,0,98753,6,0,0,0,183,0,0,0,318,0,5361,449024,1,0,0,0,0,7566,0,0,6700,0,0,0,1,0,569199,35,14250,247,2,0,671,0,2,0,2890,26,198,1,244,5,273,88,295,828,138,286,4,3,47,30742,172,11,1,182,382554,129,1579,6,3,4,0,9410,4050,89182,0,13,75,0,230,370,1872,23,21,157,619,0,0,0,10,16,0,1,0,6693,12685,1109,15,0,1801,71,3410,1247,46,1,67,36,54,0,0,0,5,569205,7,14763,263,1816,17518,108554,7464,3199,262,771,1751,0,3053,17387,15,392283,88,569194
2006-09,2006,9,September,1342,0,103016,3,0,0,0,217,1,0,0,302,0,6171,444855,0,0,0,0,0,8151,0,0,7031,0,0,0,7,0,571096,37,14894,254,0,0,699,1,5,0,2981,24,157,5,172,1,281,98,320,671,112,234,2,7,54,34861,210,5,0,184,372468,147,1850,0,10,10,0,15096,4034,89378,0,14,125,0,220,507,2034,200,20,173,586,0,0,0,17,252,0,1,0,6615,12711,1030,17,1,1792,45,3677,1546,59,0,69,41,76,0,0,1,8,571099,12,17938,247,2034,18302,110275,7682,3506,281,697,1758,0,2667,17641,13,387897,139,571089
2006-10,2006,10,October,1191,0,99522,1,0,0,0,106,0,0,0,310,2,5694,528227,3,0,0,0,0,11132,1,0,7211,0,0,0,3,0,653403,27,12315,238,0,0,734,0,2,1,2605,33,135,2,225,3,256,77,317,427,118,211,16,4,34,35227,125,17,1,128,460148,130,1694,3,3,7,0,8530,3493,96700,0,19,137,0,347,382,1681,27,20,114,552,0,0,0,6,11,0,0,0,6342,11932,1062,8,2,1765,57,3498,1193,72,1,80,37,76,0,0,0,6,653413,5,18362,283,1665,17934,113929,6700,3461,327,559,1578,1,2540,16754,12,469131,156,653397
2006-11,2006,11,November,1609,0,115395,2,0,0,0,137,1,0,1,330,1,6670,597727,3,0,0,0,0,9545,0,0,8377,0,0,0,1,0,739799,38,17784,259,0,1,792,0,5,1,3059,17,203,3,228,3,368,142,365,427,146,285,8,3,51,39317,138,7,0,146,525028,144,1945,3,2,0,0,9937,3971,100455,0,14,160,0,331,476,2130,32,17,129,591,0,0,0,19,24,0,0,0,7120,13489,1099,16,4,2368,73,4551,1635,58,2,88,33,65,0,0,1,4,739810,11,19767,424,1956,21850,124218,7650,3894,422,655,1682,0,2648,19015,17,535402,174,739785
2006-12,2006,12,December,2067,0,96239,4,0,0,0,106,0,0,1,288,0,5511,406193,1,0,0,0,0,8127,2,0,6929,0,0,0,4,0,525472,51,15380,315,0,0,658,0,3,0,2816,37,177,11,195,8,293,90,297,361,111,230,10,3,38,32000,102,9,1,166,343397,114,1678,2,3,1,0,6992,3772,85981,0,16,271,0,230,366,1599,34,32,171,484,0,0,0,12,12,0,0,0,5714,12486,921,13,0,2165,75,3802,1546,46,15,59,31,73,0,0,0,4,525479,8,16361,367,1970,18339,106057,7049,2787,334,525,1592,0,2081,16976,13,350714,287,525460
2007-01,2007,1,January,2477,0,118166,4,0,1,0,149,0,0,1,362,0,6066,510706,6,0,0,0,0,11780,1,0,9526,0,0,0,7,0,659252,47,16169,456,1,0,766,0,2,1,3110,33,179,1,260,7,327,197,351,338,133,312,21,3,65,40795,222,6,0,130,426830,167,2029,1,1,1,0,10880,5134,118885,0,8,100,0,254,477,2208,37,57,123,670,0,0,1,25,23,0,0,0,6576,12151,973,19,3,1995,91,4001,1363,49,3,74,48,73,0,0,0,6,659268,9,21070,476,2186,21163,140713,8894,4142,341,501,1857,0,2425,17231,17,438100,108,659233
2007-02,2007,2,February,1763,0,122029,2,0,0,0,162,0,1,0,367,1,6013,500597,3,0,0,0,0,10521,0,0,9425,0,0,0,4,0,650888,42,17591,443,0,0,1038,1,1,1,3002,25,223,6,288,6,365,140,411,361,163,321,12,8,67,41200,219,10,1,214,425420,117,1991,3,4,2,0,12974,4751,105375,0,10,87,0,227,425,2274,37,59,173,571,0,0,0,27,11,0,0,0,6292,14571,985,14,4,2308,103,3968,1689,57,5,82,50,61,0,1,0,4,650891,8,22039,415,2052,21252,128782,8823,3951,414,505,2021,0,3235,18562,11,438704,97,650871
2007-03,2007,3,March,1662,0,134343,5,0,0,0,226,2,0,0,383,0,6973,546767,1,0,0,0,0,10592,1,0,10384,0,0,0,6,0,711345,41,19602,413,3,0,1245,1,3,1,3772,37,229,1,293,6,450,139,501,419,170,381,12,3,69,42943,236,15,0,201,460072,146,2128,6,9,3,0,14602,5088,121394,0,9,78,0,117,445,2252,71,64,164,690,0,0,0,28,30,0,0,0,6734,15506,1093,27,1,2627,86,4408,2036,45,2,104,49,53,0,0,1,3,711357,8,22910,442,2660,22751,147473,9490,3868,496,598,2377,0,3225,20051,15,474879,87,711330
2007-04,2007,4,April,1975,0,106551,3,0,0,0,170,0,0,0,358,0,5131,481145,1,0,0,0,0,8664,1,0,7530,1,0,0,3,0,611533,41,13251,330,6,0,827,0,1,4,3610,24,183,4,302,3,401,102,545,432,175,312,10,3,85,35136,153,11,0,179,409486,126,1959,6,5,1,0,13610,4390,98300,0,10,31,0,121,335,2083,99,53,192,359,0,0,0,13,7,0,0,1,5317,10916,875,15,1,2107,54,3077,1664,43,1,66,40,41,0,0,1,2,611537,9,18561,333,2477,18286,116431,8468,3381,441,645,2065,0,2582,14484,21,423294,41,611519
2007-05,2007,5,May,1767,0,116161,3,0,0,0,234,0,0,0,433,0,6592,551072,2,0,0,0,0,9325,1,0,8767,0,0,1,9,0,694367,36,16358,266,0,1,771,1,4,1,3935,43,157,9,335,7,445,129,609,722,206,319,11,2,53,34349,137,11,0,192,474395,130,2084,2,1,2,0,15174,4399,108508,0,3,23,0,114,410,2137,106,31,246,498,0,0,0,22,6,0,0,0,5900,12655,974,10,1,2193,90,3261,1669,42,3,69,40,55,0,1,1,3,694367,9,16460,339,2626,20061,129772,8975,3143,450,770,2450,0,3197,16294,12,489773,26,694357
2007-06,2007,6,June,2378,0,109381,4,0,1,0,186,1,0,0,413,0,5412,497567,2,0,0,0,0,8303,0,0,8272,0,0,0,2,0,631922,47,17437,302,0,0,674,1,4,3,3548,4,137,8,334,5,397,109,663,1362,202,336,15,1,50,30588,106,8,0,173,423207,98,2030,1,3,4,0,15141,4435,99590,0,1,22,0,103,371,1971,40,42,199,446,0,0,0,10,15,0,0,0,5518,13842,990,12,1,2188,60,3234,1634,43,1,81,41,31,0,0,0,6,631925,7,14390,252,2177,18495,122015,9355,2748,451,918,2237,0,3166,17149,15,438520,23,631918
2007-07,2007,7,July,2329,1,112617,2,0,0,0,210,0,0,0,338,1,5436,507658,1,0,0,0,0,9540,0,0,8257,0,0,0,3,0,646393,36,17616,280,5,0,715,0,3,1,3588,7,177,20,329,3,447,106,719,1176,174,405,13,2,64,30845,110,7,3,213,428596,135,2022,2,21,0,0,16574,4474,105883,0,3,19,1,76,472,1893,126,30,192,442,0,0,0,27,184,0,0,0,5831,14087,916,23,4,2154,73,3412,1437,54,1,88,34,43,0,0,0,4,646397,9,14044,348,2409,18527,128862,9014,3230,434,956,2389,0,3247,17546,11,445336,22,646384
2007-08,2007,8,August,2711,0,111995,3,0,1,0,200,1,0,0,395,0,5398,506578,5,0,0,0,0,9827,0,0,8568,0,0,0,0,0,645682,47,16319,303,2,6,826,0,3,1,3799,4,140,3,339,5,482,85,614,989,206,323,7,4,83,31738,166,11,0,211,424440,106,1972,0,3,2,0,15524,4541,111313,0,5,32,0,67,446,2073,69,15,165,530,0,0,0,24,87,1,0,0,5744,13565,1072,11,0,1976,51,3405,1513,72,1,73,29,39,0,0,0,2,645684,7,14753,300,2711,18584,133080,8919,3221,417,814,2380,0,3077,17267,22,440090,37,645679
2007-09,2007,9,September,2875,0,108671,5,0,0,0,175,0,0,0,404,0,5523,463899,0,0,0,0,0,10130,1,0,9172,0,0,0,3,0,600858,44,14685,239,0,0,847,0,2,2,3415,10,152,7,290,3,380,73,532,830,153,342,4,6,42,33116,168,22,0,198,384612,90,1894,2,0,0,0,15991,4846,106069,0,6,69,0,56,365,1731,17,19,213,488,0,0,0,21,9,1,0,0,5689,15117,1122,9,2,1778,32,3103,1748,61,1,58,41,36,0,0,0,3,600861,13,14690,255,2539,19608,125493,8744,3537,363,769,2161,0,3280,18605,16,400710,75,600858
2007-10,2007,10,October,2708,0,115353,1,0,0,0,323,0,0,0,394,1,6365,514100,1,0,0,0,0,11131,0,0,9456,0,0,2,5,0,659840,52,15812,272,1,1,955,0,5,1,3634,3,171,4,432,7,372,137,588,711,179,368,3,2,44,36377,113,7,0,189,433137,108,2177,12,3,2,0,15916,4861,111057,0,5,91,0,80,399,1956,45,18,218,380,0,0,0,23,106,1,0,0,5462,15037,1048,12,5,1901,48,3440,1555,76,2,87,58,71,0,0,1,5,659843,9,17327,398,2714,20242,132105,9000,3878,488,679,2161,0,3062,18440,20,449218,96,659837
2007-11,2007,11,November,2862,0,121107,3,0,2,0,560,0,3,0,394,1,6613,707853,2,0,0,0,0,12256,1,0,10703,0,0,0,2,0,862362,44,15833,289,1,0,972,3,2,1,3425,3,132,6,334,5,445,137,554,636,175,385,8,4,46,37572,95,9,0,197,613258,155,2299,4,8,0,0,19053,4593,127871,0,12,246,0,85,478,2329,92,11,154,399,0,0,0,16,320,2,0,0,5822,15290,1192,7,1,2065,86,3315,1673,51,4,61,31,62,0,1,1,2,862362,11,17684,302,2478,21171,149373,9056,3932,492,669,2133,0,3284,18972,20,632524,258,862359
2007-12,2007,12,December,2323,0,104926,2,0,0,0,561,0,0,0,288,3,5806,515127,1,0,0,0,0,8369,1,0,7654,0,0,0,4,0,645065,31,15861,247,0,0,741,1,8,1,3638,7,100,6,346,1,415,134,498,527,162,378,11,9,64,32679,181,31,0,151,440658,121,1966,1,8,7,0,14421,3655,99033,0,9,252,1,57,380,1929,202,24,265,384,0,0,0,20,759,0,0,0,4768,12070,1024,16,1,1965,89,3083,1501,48,3,46,24,43,0,1,0,3,645065,4,15817,291,2844,18450,120402,7614,3201,462,501,2160,0,2671,15149,13,455222,263,645064
2008-01,2008,1,January,2459,0,135091,6,0,0,0,579,0,0,0,390,2,6256,611059,0,0,0,0,0,13241,0,0,9580,0,0,0,8,0,778671,50,19208,417,0,0,1056,1,2,0,3437,4,123,2,409,3,480,162,649,465,208,422,9,3,70,41471,220,6,0,137,508331,160,2462,1,2,1,10,18951,5417,141006,0,6,203,0,62,533,2561,12,41,232,548,0,1,0,21,11,0,0,0,6028,13873,1120,10,6,2358,71,3587,1787,62,3,81,45,53,0,1,1,0,778672,7,20378,322,2517,22890,165600,10143,4509,472,607,2548,0,3283,17690,28,527466,209,778669
2008-02,2008,2,February,2283,0,135366,1,0,0,0,779,0,0,0,320,0,6655,560074,2,0,0,0,0,10545,0,0,6873,0,0,0,7,0,722905,54,19341,285,1,0,1113,4,4,1,3427,14,188,8,403,4,479,149,712,425,177,430,8,5,109,43112,278,15,0,173,478529,171,2644,5,7,2,0,17706,5043,113536,0,7,81,0,57,488,2601,20,55,221,409,0,0,0,21,18,0,0,0,5472,14784,882,17,9,2671,50,3992,2247,45,2,91,37,59,0,2,1,5,722906,7,21723,340,2570,23368,138818,10375,4397,461,511,2688,0,4015,17076,30,496438,88,722905
2008-03,2008,3,March,1911,0,138815,4,0,0,0,689,0,1,0,284,0,7209,535123,2,0,0,0,1,10438,0,0,6550,0,0,0,5,0,701032,43,20056,334,0,0,1334,1,4,1,3678,8,176,7,410,8,543,127,634,687,162,432,6,5,68,42692,241,7,1,154,454574,123,2585,1,14,2,0,16472,5207,116933,0,5,81,1,63,554,2437,35,75,319,456,0,0,0,19,35,0,0,0,4924,13555,969,11,10,2808,43,4269,2365,39,2,107,34,80,0,1,2,3,701032,3,22646,323,3029,22780,143393,10401,3845,477,587,2823,0,3767,15639,23,471209,87,701032
2008-04,2008,4,April,2254,0,131626,3,0,1,0,839,0,1,0,254,1,5487,587648,2,0,0,0,0,10309,0,0,6480,1,0,0,6,0,744912,67,15114,343,0,0,1074,2,3,2,3770,7,143,11,380,4,467,91,543,599,166,407,15,3,56,39539,178,6,1,145,501773,121,2582,5,15,1,0,16427,4852,126079,0,4,64,0,71,543,2374,52,93,191,568,0,0,0,14,28,0,0,0,4463,12817,1103,12,3,2335,25,2944,2002,49,1,90,27,50,0,1,0,2,744917,10,21239,269,2799,20107,146704,9729,3744,516,707,2242,0,3996,14351,44,518383,68,744908
2008-05,2008,5,May,2736,0,136343,5,0,0,0,948,0,0,0,215,0,5475,640762,1,0,0,0,0,10252,0,0,7832,1,0,0,3,0,804573,60,17579,539,2,0,967,4,3,3,3777,8,124,3,343,7,434,120,556,922,143,375,12,1,73,35795,111,5,0,190,545694,153,2543,1,8,2,0,19320,6312,135514,0,1,31,0,100,485,2679,43,79,219,530,1,0,0,11,30,0,0,0,4860,14939,1268,6,2,2381,31,2944,2025,41,2,66,31,61,0,0,1,5,804575,15,17823,272,2821,19891,158944,11741,3279,441,797,2223,1,4769,16265,30,565225,32,804569
